,0,1
14531,"(90, 1.2999999999999996, -0.04000000000000048)","(587.23071499999855, 36)"
14532,"(90, 1.0599999999999996, -0.12000000000000044)","(587.4504419999987, 40)"
14533,"(66, 0.65999999999999992, 0.35999999999999943)","(587.68982000000324, 88)"
14534,"(18, 0.73999999999999988, 0.91999999999999904)","(588.11096300000304, 270)"
14535,"(34, 1.6199999999999994, 0.27999999999999936)","(588.1701669999984, 56)"
14536,"(74, 1.4599999999999995, -0.28000000000000036)","(588.25036600000067, 32)"
14537,"(18, 0.81999999999999984, 0.83999999999999897)","(588.29077299999608, 230)"
14538,"(42, 0.8999999999999998, 0.51999999999999913)","(588.31079099999783, 104)"
14539,"(34, 2.0199999999999991, 0.039999999999999591)","(588.47021599999903, 40)"
14540,"(34, 2.0199999999999991, -0.52000000000000024)","(588.51989799999933, 36)"
14541,"(10, 2.0999999999999992, -1.0)","(588.68994099999941, 46)"
14542,"(34, 1.3799999999999994, 0.51999999999999913)","(588.8908689999962, 76)"
14543,"(58, 0.8999999999999998, 0.039999999999999591)","(589.2301049999985, 58)"
14544,"(18, 0.8999999999999998, 0.83999999999999897)","(589.49023499999453, 218)"
14545,"(42, 1.6999999999999993, -0.36000000000000032)","(589.5700699999993, 38)"
14546,"(10, 1.3799999999999994, -1.0)","(589.57031400000142, 106)"
14547,"(82, 0.57999999999999996, 0.67999999999999927)","(589.64013299999806, 130)"
14548,"(66, 1.2199999999999998, 0.039999999999999591)","(589.65039400000001, 44)"
14549,"(66, 0.65999999999999992, 0.67999999999999927)","(589.68981699999586, 130)"
14550,"(74, 0.5, 0.43999999999999928)","(589.69018699999788, 98)"
14551,"(10, 1.9399999999999993, 0.27999999999999936)","(589.69030599999815, 68)"
14552,"(18, 0.5, 0.5999999999999992)","(589.7299799999987, 228)"
14553,"(34, 0.97999999999999976, 0.5999999999999992)","(589.83044199999813, 114)"
14554,"(50, 1.2199999999999998, 0.43999999999999928)","(590.0202589999999, 68)"
14555,"(34, 0.97999999999999976, 0.51999999999999913)","(590.05041299999766, 110)"
14556,"(74, 0.5, 0.27999999999999936)","(590.12012000000095, 86)"
14557,"(66, 0.73999999999999988, 0.91999999999999904)","(590.22069999999667, 152)"
14558,"(106, 1.4599999999999995, 0.11999999999999944)","(590.37024199999973, 30)"
14559,"(18, 0.97999999999999976, 0.11999999999999944)","(590.4106449999997, 128)"
14560,"(90, 1.4599999999999995, -0.2000000000000004)","(590.51098799999818, 32)"
14561,"(10, 1.6199999999999994, -0.92000000000000004)","(590.62023999999519, 90)"
14562,"(26, 0.73999999999999988, 0.91999999999999904)","(590.62048300000242, 226)"
14563,"(18, 1.6199999999999994, 0.5999999999999992)","(590.63049000000001, 100)"
14564,"(18, 1.8599999999999994, 0.67999999999999927)","(590.66052000000059, 72)"
14565,"(10, 2.0199999999999991, -0.04000000000000048)","(590.75024200000053, 58)"
14566,"(66, 0.73999999999999988, 0.43999999999999928)","(590.77990799999975, 88)"
14567,"(66, 1.1399999999999997, 0.5999999999999992)","(590.83081299999731, 70)"
14568,"(50, 1.4599999999999995, -0.04000000000000048)","(590.8704830000006, 42)"
14569,"(58, 0.97999999999999976, 0.19999999999999929)","(590.93005600000174, 62)"
14570,"(98, 1.2999999999999996, -0.04000000000000048)","(591.21020799999928, 34)"
14571,"(10, 1.9399999999999993, 0.039999999999999591)","(591.27026199999909, 68)"
14572,"(18, 0.73999999999999988, 0.43999999999999928)","(591.30017099999668, 178)"
14573,"(50, 1.2199999999999998, 0.51999999999999913)","(591.68053899999995, 74)"
14574,"(58, 1.0599999999999996, -0.44000000000000028)","(591.70019999999954, 42)"
14575,"(58, 1.2199999999999998, 0.039999999999999591)","(591.71020600000043, 48)"
14576,"(42, 1.5399999999999996, 0.27999999999999936)","(591.86047499999881, 50)"
14577,"(106, 1.2199999999999998, 0.19999999999999929)","(592.03051999999934, 36)"
14578,"(98, 0.97999999999999976, 0.19999999999999929)","(592.12976199999821, 46)"
14579,"(114, 0.81999999999999984, 0.27999999999999936)","(592.27014399999848, 48)"
14580,"(50, 0.97999999999999976, 0.91999999999999904)","(592.33068700000058, 134)"
14581,"(18, 1.1399999999999997, 0.51999999999999913)","(592.34094099999857, 144)"
14582,"(10, 1.4599999999999995, -0.6000000000000002)","(592.43041600000038, 114)"
14583,"(42, 1.7799999999999994, -0.36000000000000032)","(592.73998999999844, 36)"
14584,"(90, 1.0599999999999996, 0.039999999999999591)","(593.14013899999873, 44)"
14585,"(50, 1.0599999999999996, 0.91999999999999904)","(593.33105499999738, 124)"
14586,"(10, 1.8599999999999994, -0.44000000000000028)","(593.3603509999989, 74)"
14587,"(10, 2.0199999999999991, 0.11999999999999944)","(593.46032499999978, 58)"
14588,"(26, 0.8999999999999998, 0.83999999999999897)","(593.86071700000048, 184)"
14589,"(114, 0.8999999999999998, 0.27999999999999936)","(593.9902359999985, 44)"
14590,"(106, 1.5399999999999996, 0.039999999999999591)","(594.00024700000017, 26)"
14591,"(66, 0.81999999999999984, 0.83999999999999897)","(594.14074200000027, 130)"
14592,"(34, 1.7799999999999994, -0.6000000000000002)","(594.31018299999869, 42)"
14593,"(18, 0.73999999999999988, 0.35999999999999943)","(594.34008600000016, 168)"
14594,"(18, 1.6199999999999994, 0.27999999999999936)","(594.34057199999688, 90)"
14595,"(10, 1.2999999999999996, 0.27999999999999936)","(594.47082800000226, 172)"
14596,"(66, 0.65999999999999992, 0.27999999999999936)","(594.61011000000212, 80)"
14597,"(18, 2.2599999999999989, -0.52000000000000024)","(594.65014699999756, 40)"
14598,"(50, 1.4599999999999995, -0.12000000000000044)","(594.88037000000077, 40)"
14599,"(18, 2.0199999999999991, -0.68000000000000016)","(594.94055199999821, 46)"
14600,"(58, 0.97999999999999976, 0.039999999999999591)","(595.43005599999901, 58)"
14601,"(66, 1.1399999999999997, -0.04000000000000048)","(595.57031499999812, 44)"
14602,"(18, 1.7799999999999994, 0.43999999999999928)","(595.7507329999994, 82)"
14603,"(58, 0.81999999999999984, 0.27999999999999936)","(595.8203130000004, 74)"
14604,"(34, 2.339999999999999, -0.52000000000000024)","(596.02026599999931, 28)"
14605,"(66, 1.0599999999999996, -0.2000000000000004)","(596.46057499999915, 44)"
14606,"(18, 1.2199999999999998, 0.039999999999999591)","(596.52099599999701, 110)"
14607,"(42, 1.6199999999999994, -0.36000000000000032)","(596.5900889999989, 40)"
14608,"(74, 0.5, 0.19999999999999929)","(596.85998900000027, 82)"
14609,"(42, 1.8599999999999994, -0.04000000000000048)","(596.91039999999816, 38)"
14610,"(50, 1.2999999999999996, -0.2000000000000004)","(597.0300279999999, 42)"
14611,"(58, 0.65999999999999992, 0.67999999999999927)","(597.16002799999887, 140)"
14612,"(74, 0.5, 0.35999999999999943)","(597.57019200000059, 92)"
14613,"(50, 1.6999999999999993, -0.2000000000000004)","(597.57031299999858, 34)"
14614,"(18, 1.1399999999999997, 0.11999999999999944)","(597.581175999999, 116)"
14615,"(74, 0.57999999999999996, 0.51999999999999913)","(597.60022000000163, 108)"
14616,"(18, 2.1799999999999993, -0.44000000000000028)","(597.63024899999755, 42)"
14617,"(18, 2.339999999999999, -0.84000000000000008)","(597.75061299999879, 32)"
14618,"(98, 1.2199999999999998, -0.04000000000000048)","(597.84070099999985, 36)"
14619,"(34, 1.7799999999999994, -0.44000000000000028)","(597.99011399999904, 44)"
14620,"(34, 1.7799999999999994, -0.36000000000000032)","(597.99011399999904, 44)"
14621,"(18, 0.5, 0.27999999999999936)","(598.43993900000169, 182)"
14622,"(114, 1.5399999999999996, 0.19999999999999929)","(598.44018700000038, 28)"
14623,"(58, 1.1399999999999997, 0.75999999999999912)","(598.58080999999606, 84)"
14624,"(34, 1.2999999999999996, 0.5999999999999992)","(598.71069300000022, 84)"
14625,"(42, 1.6199999999999994, 0.039999999999999591)","(598.74023599999782, 46)"
14626,"(34, 1.1399999999999997, 0.5999999999999992)","(598.8609589999985, 100)"
14627,"(18, 0.81999999999999984, 0.51999999999999913)","(598.91064299999698, 182)"
14628,"(66, 1.2999999999999996, -0.44000000000000028)","(599.08056699999929, 34)"
14629,"(34, 0.65999999999999992, 0.51999999999999913)","(599.43005399999834, 150)"
14630,"(74, 1.2999999999999996, -0.2000000000000004)","(599.65039100000035, 36)"
14631,"(42, 1.7799999999999994, 0.19999999999999929)","(599.6899409999985, 42)"
14632,"(58, 0.73999999999999988, -0.04000000000000048)","(599.72998000000234, 62)"
14633,"(42, 1.1399999999999997, 0.83999999999999897)","(599.7706299999968, 104)"
14634,"(106, 0.8999999999999998, 0.19999999999999929)","(599.86999799999694, 44)"
14635,"(34, 1.6999999999999993, -0.12000000000000044)","(599.94006599999921, 46)"
14636,"(10, 1.7799999999999994, -0.44000000000000028)","(599.94055099999991, 86)"
14637,"(18, 1.2999999999999996, 0.11999999999999944)","(600.02111799999807, 110)"
14638,"(50, 1.6199999999999994, -0.2000000000000004)","(600.53015199999982, 36)"
14639,"(18, 2.339999999999999, -0.92000000000000004)","(600.63049499999897, 32)"
14640,"(74, 1.0599999999999996, 0.75999999999999912)","(600.82055499999933, 84)"
14641,"(50, 1.1399999999999997, 0.67999999999999927)","(600.90100199999893, 92)"
14642,"(26, 0.8999999999999998, 0.51999999999999913)","(600.95031699999527, 138)"
14643,"(66, 1.0599999999999996, -0.12000000000000044)","(601.02038899999843, 46)"
14644,"(18, 2.0199999999999991, -0.52000000000000024)","(601.21032699999796, 48)"
14645,"(34, 2.0199999999999991, -0.6000000000000002)","(601.31994699999973, 36)"
14646,"(18, 1.2999999999999996, 0.91999999999999904)","(601.36132800000087, 158)"
14647,"(18, 1.6199999999999994, 0.43999999999999928)","(601.3806129999989, 94)"
14648,"(106, 1.6199999999999994, 0.19999999999999929)","(601.51037799999995, 26)"
14649,"(34, 1.7799999999999994, -0.28000000000000036)","(601.61010999999849, 44)"
14650,"(58, 1.5399999999999996, -0.28000000000000036)","(601.71032799999966, 34)"
14651,"(18, 1.8599999999999994, 0.51999999999999913)","(601.71044599999982, 70)"
14652,"(58, 1.2199999999999998, -0.6000000000000002)","(601.77002099999936, 38)"
14653,"(50, 1.6999999999999993, -0.28000000000000036)","(602.04028399999856, 34)"
14654,"(58, 0.65999999999999992, 0.35999999999999943)","(602.05993699999931, 94)"
14655,"(26, 1.5399999999999996, -0.36000000000000032)","(602.06067099999996, 58)"
14656,"(18, 1.0599999999999996, 0.75999999999999912)","(602.18078999999807, 180)"
14657,"(18, 2.0199999999999991, -0.6000000000000002)","(602.19030799999837, 48)"
14658,"(34, 1.8599999999999994, 0.11999999999999944)","(602.87036199999898, 44)"
14659,"(58, 0.81999999999999984, -0.04000000000000048)","(603.16003500000102, 60)"
14660,"(66, 0.97999999999999976, -0.2000000000000004)","(603.3103059999994, 46)"
14661,"(82, 1.1399999999999997, -0.12000000000000044)","(603.35034399999722, 40)"
14662,"(42, 0.97999999999999976, 0.51999999999999913)","(603.51086499999769, 100)"
14663,"(18, 0.8999999999999998, 0.75999999999999912)","(603.52026499999488, 208)"
14664,"(58, 0.65999999999999992, 0.5999999999999992)","(603.60973800000011, 124)"
14665,"(42, 1.6999999999999993, 0.039999999999999591)","(603.68029999999726, 44)"
14666,"(34, 1.0599999999999996, -0.6000000000000002)","(603.97998199999734, 58)"
14667,"(26, 1.4599999999999995, -0.12000000000000044)","(604.00073199999997, 72)"
14668,"(42, 1.6199999999999994, -0.2000000000000004)","(604.40991299999905, 42)"
14669,"(18, 2.2599999999999989, -0.6000000000000002)","(604.48022599999967, 40)"
14670,"(58, 0.65999999999999992, 0.43999999999999928)","(604.71972599999958, 100)"
14671,"(18, 1.5399999999999996, 0.51999999999999913)","(604.73070800000232, 102)"
14672,"(58, 0.65999999999999992, 0.75999999999999912)","(604.99059499999589, 150)"
14673,"(34, 2.0199999999999991, -0.36000000000000032)","(604.99987799999917, 38)"
14674,"(34, 2.0199999999999991, -0.44000000000000028)","(604.99987799999917, 38)"
14675,"(50, 1.6199999999999994, -0.28000000000000036)","(605.0001229999998, 36)"
14676,"(74, 1.1399999999999997, 0.75999999999999912)","(605.02013999999895, 82)"
14677,"(58, 1.2199999999999998, 0.51999999999999913)","(605.43029799999954, 68)"
14678,"(74, 0.65999999999999992, 0.67999999999999927)","(605.44030399999883, 118)"
14679,"(58, 0.65999999999999992, 0.51999999999999913)","(605.55956799999922, 114)"
14680,"(50, 1.2199999999999998, 0.039999999999999591)","(605.68041799999855, 52)"
14681,"(18, 0.57999999999999996, 0.51999999999999913)","(605.90026699999817, 208)"
14682,"(34, 1.2999999999999996, 0.51999999999999913)","(606.07067900000061, 82)"
14683,"(58, 0.57999999999999996, 0.19999999999999929)","(606.2999269999998, 84)"
14684,"(74, 1.2199999999999998, -0.2000000000000004)","(606.30029300000069, 38)"
14685,"(66, 0.97999999999999976, 0.83999999999999897)","(606.30053500000167, 102)"
14686,"(58, 1.5399999999999996, -0.52000000000000024)","(606.37036299999954, 32)"
14687,"(26, 1.6199999999999994, -0.6000000000000002)","(606.60021999999981, 52)"
14688,"(58, 0.81999999999999984, -0.44000000000000028)","(606.71045399999934, 48)"
14689,"(42, 1.7799999999999994, 0.039999999999999591)","(606.85021999999776, 42)"
14690,"(50, 1.2999999999999996, -0.28000000000000036)","(606.86010700000065, 42)"
14691,"(10, 1.4599999999999995, -0.36000000000000032)","(607.04089100000033, 124)"
14692,"(18, 1.1399999999999997, 0.75999999999999912)","(607.56103700000335, 168)"
14693,"(90, 1.1399999999999997, -0.2000000000000004)","(607.69055299999945, 36)"
14694,"(66, 0.97999999999999976, -0.12000000000000044)","(607.87011999999845, 48)"
14695,"(74, 1.0599999999999996, 0.67999999999999927)","(608.21057100000144, 78)"
14696,"(66, 1.2199999999999998, -0.44000000000000028)","(608.58056999999985, 36)"
14697,"(34, 2.0199999999999991, -0.28000000000000036)","(608.61987399999953, 38)"
14698,"(34, 2.339999999999999, -0.6000000000000002)","(608.82031499999971, 28)"
14699,"(58, 1.6199999999999994, -0.36000000000000032)","(608.98022700000024, 32)"
14700,"(10, 1.4599999999999995, -0.44000000000000028)","(609.11059200000068, 122)"
14701,"(26, 0.65999999999999992, 0.27999999999999936)","(609.27001899999414, 146)"
14702,"(90, 1.1399999999999997, -0.04000000000000048)","(609.28076399999895, 38)"
14703,"(42, 1.6999999999999993, -0.2000000000000004)","(609.34997699999849, 40)"
14704,"(98, 1.3799999999999994, -0.04000000000000048)","(609.45044299999972, 32)"
14705,"(34, 1.3799999999999994, 0.35999999999999943)","(609.77087299999766, 74)"
14706,"(50, 1.5399999999999996, -0.12000000000000044)","(609.78015099999993, 38)"
14707,"(90, 1.3799999999999994, -0.04000000000000048)","(609.83081300000003, 34)"
14708,"(58, 1.1399999999999997, 0.67999999999999927)","(610.13049199999705, 80)"
14709,"(82, 0.5, 0.67999999999999927)","(610.18981600000006, 138)"
14710,"(34, 1.3799999999999994, 0.43999999999999928)","(610.21093699999574, 76)"
14711,"(50, 1.7799999999999994, -0.44000000000000028)","(610.26025399999799, 30)"
14712,"(42, 1.3799999999999994, 0.75999999999999912)","(610.33069000000023, 76)"
14713,"(98, 1.5399999999999996, 0.039999999999999591)","(610.43054399999869, 30)"
14714,"(66, 0.65999999999999992, 0.91999999999999904)","(610.58068499999126, 172)"
14715,"(66, 0.81999999999999984, 0.51999999999999913)","(611.12011599999505, 88)"
14716,"(18, 0.81999999999999984, 0.27999999999999936)","(611.16027799999847, 154)"
14717,"(10, 1.2999999999999996, 0.35999999999999943)","(611.17077900000299, 178)"
14718,"(58, 0.65999999999999992, -0.6000000000000002)","(611.54004199999918, 44)"
14719,"(98, 0.8999999999999998, -0.12000000000000044)","(611.54016399999796, 42)"
14720,"(26, 0.73999999999999988, 0.83999999999999897)","(611.550659, 212)"
14721,"(18, 2.0999999999999992, -0.68000000000000016)","(611.56042499999785, 42)"
14722,"(50, 0.97999999999999976, 0.67999999999999927)","(612.02062799999862, 106)"
14723,"(34, 0.8999999999999998, 0.5999999999999992)","(612.09020799999553, 126)"
14724,"(34, 0.97999999999999976, 0.35999999999999943)","(612.15063099999975, 104)"
14725,"(66, 0.73999999999999988, -0.12000000000000044)","(612.35949899999878, 58)"
14726,"(74, 1.1399999999999997, 0.67999999999999927)","(612.41015600000037, 76)"
14727,"(26, 0.65999999999999992, 0.35999999999999943)","(612.43005299999459, 148)"
14728,"(42, 1.7799999999999994, -0.2000000000000004)","(612.51989699999763, 38)"
14729,"(106, 1.6199999999999994, 0.039999999999999591)","(612.62036400000011, 26)"
14730,"(18, 1.0599999999999996, 0.67999999999999927)","(612.69091999999819, 170)"
14731,"(82, 0.5, 0.5999999999999992)","(612.7103259999999, 118)"
14732,"(10, 1.9399999999999993, -0.52000000000000024)","(612.72008999999844, 64)"
14733,"(66, 0.57999999999999996, 0.43999999999999928)","(612.77038699999957, 106)"
14734,"(18, 0.5, 0.43999999999999928)","(612.95971599999848, 204)"
14735,"(10, 1.9399999999999993, 0.11999999999999944)","(613.150388999999, 68)"
14736,"(10, 2.0199999999999991, -0.52000000000000024)","(613.51000699999895, 56)"
14737,"(26, 1.6199999999999994, -0.44000000000000028)","(613.81042599999955, 54)"
14738,"(82, 0.57999999999999996, 0.91999999999999904)","(613.90075199999228, 190)"
14739,"(26, 1.4599999999999995, 0.43999999999999928)","(614.06054600000016, 82)"
14740,"(90, 1.2999999999999996, -0.12000000000000044)","(614.06067099999882, 36)"
14741,"(50, 1.5399999999999996, -0.04000000000000048)","(614.22021499999983, 40)"
14742,"(106, 0.81999999999999984, 0.19999999999999929)","(614.39001899999744, 48)"
14743,"(66, 1.0599999999999996, 0.67999999999999927)","(614.41052200000081, 86)"
14744,"(66, 0.5, 0.039999999999999591)","(614.80969400000095, 74)"
14745,"(10, 1.9399999999999993, -0.04000000000000048)","(614.8602279999991, 68)"
14746,"(42, 1.2999999999999996, 0.75999999999999912)","(614.97070199999894, 82)"
14747,"(58, 0.57999999999999996, 0.039999999999999591)","(614.99987800000167, 74)"
14748,"(106, 1.2199999999999998, 0.11999999999999944)","(615.35058899999922, 36)"
14749,"(66, 0.65999999999999992, 0.43999999999999928)","(615.99011399999972, 98)"
14750,"(18, 0.5, 0.35999999999999943)","(615.99963100000105, 194)"
14751,"(50, 1.3799999999999994, -0.04000000000000048)","(616.00036500000124, 44)"
14752,"(34, 0.81999999999999984, 0.43999999999999928)","(616.3503379999961, 124)"
14753,"(58, 0.73999999999999988, 0.35999999999999943)","(616.59033299999987, 86)"
14754,"(18, 0.8999999999999998, 0.67999999999999927)","(616.68041899999662, 194)"
14755,"(58, 1.6999999999999993, -0.44000000000000028)","(616.81042699999966, 30)"
14756,"(34, 1.1399999999999997, 0.35999999999999943)","(616.87121199999729, 92)"
14757,"(58, 1.1399999999999997, -0.04000000000000048)","(617.23999200000094, 50)"
14758,"(66, 1.0599999999999996, 0.75999999999999912)","(617.27050600000121, 90)"
14759,"(58, 0.5, 0.039999999999999591)","(617.4898680000033, 80)"
14760,"(66, 0.73999999999999988, 0.51999999999999913)","(617.58959899999832, 98)"
14761,"(34, 0.8999999999999998, 0.51999999999999913)","(617.85021799999504, 122)"
14762,"(10, 2.0199999999999991, -0.28000000000000036)","(618.14025599999968, 58)"
14763,"(10, 1.4599999999999995, 0.35999999999999943)","(618.50073400000406, 156)"
14764,"(18, 1.9399999999999993, 0.51999999999999913)","(618.8404509999998, 68)"
14765,"(18, 0.57999999999999996, 0.27999999999999936)","(618.89990000000034, 172)"
14766,"(58, 1.1399999999999997, -0.44000000000000028)","(618.91028199999892, 42)"
14767,"(42, 1.6199999999999994, 0.11999999999999944)","(618.94006499999796, 46)"
14768,"(10, 2.0199999999999991, -0.2000000000000004)","(619.11034899999959, 58)"
14769,"(58, 0.73999999999999988, 0.43999999999999928)","(619.25012199999969, 92)"
14770,"(18, 0.97999999999999976, 0.039999999999999591)","(619.56042599999796, 126)"
14771,"(18, 0.8999999999999998, 0.11999999999999944)","(619.86035199999992, 138)"
14772,"(42, 1.5399999999999996, -0.28000000000000036)","(619.91003499999806, 42)"
14773,"(66, 1.2199999999999998, 0.51999999999999913)","(619.91052599999966, 62)"
14774,"(50, 1.3799999999999994, -0.12000000000000044)","(620.0102520000014, 42)"
14775,"(10, 1.9399999999999993, -0.6000000000000002)","(620.06005599999844, 64)"
14776,"(10, 2.0199999999999991, -0.6000000000000002)","(620.84997299999895, 56)"
14777,"(34, 1.2199999999999998, 0.43999999999999928)","(620.92089699999747, 88)"
14778,"(18, 1.5399999999999996, 0.11999999999999944)","(620.93102899999894, 90)"
14779,"(18, 1.7799999999999994, 0.67999999999999927)","(621.00073200000088, 90)"
14780,"(18, 1.6999999999999993, 0.039999999999999591)","(621.02062899999873, 80)"
14781,"(58, 1.0599999999999996, -0.52000000000000024)","(621.18018099999904, 42)"
14782,"(34, 1.6999999999999993, -0.52000000000000024)","(621.28003099999978, 44)"
14783,"(106, 1.5399999999999996, 0.19999999999999929)","(621.30017300000054, 28)"
14784,"(26, 1.2999999999999996, 0.43999999999999928)","(621.31079000000045, 96)"
14785,"(114, 0.81999999999999984, 0.19999999999999929)","(621.66015899999752, 46)"
14786,"(58, 1.6199999999999994, -0.44000000000000028)","(621.88025099999959, 32)"
14787,"(10, 1.6999999999999993, -0.92000000000000004)","(621.9504399999978, 84)"
14788,"(26, 1.4599999999999995, 0.35999999999999943)","(621.96069200000056, 82)"
14789,"(26, 1.0599999999999996, -0.12000000000000044)","(622.0003679999993, 88)"
14790,"(26, 1.0599999999999996, -0.28000000000000036)","(622.33996800000068, 76)"
14791,"(26, 0.65999999999999992, 0.43999999999999928)","(622.38000499999453, 152)"
14792,"(18, 2.1799999999999993, -1.0)","(622.82006799999954, 38)"
14793,"(18, 0.81999999999999984, 0.75999999999999912)","(622.93078799999262, 218)"
14794,"(34, 1.5399999999999996, -0.52000000000000024)","(623.2500009999992, 48)"
14795,"(106, 0.97999999999999976, 0.19999999999999929)","(623.27026499999761, 42)"
14796,"(114, 0.8999999999999998, 0.19999999999999929)","(623.38025099999663, 42)"
14797,"(66, 0.73999999999999988, -0.36000000000000032)","(623.41015899999911, 46)"
14798,"(58, 0.73999999999999988, -0.6000000000000002)","(623.7200959999991, 44)"
14799,"(58, 0.8999999999999998, 0.19999999999999929)","(623.83020300000135, 64)"
14800,"(42, 1.6999999999999993, 0.11999999999999944)","(623.88012899999831, 44)"
14801,"(82, 1.2199999999999998, -0.12000000000000044)","(624.10046699999884, 40)"
14802,"(34, 1.2199999999999998, 0.35999999999999943)","(624.40099899999905, 86)"
14803,"(66, 0.8999999999999998, 0.83999999999999897)","(624.45056099999874, 114)"
14804,"(106, 1.0599999999999996, 0.19999999999999929)","(624.73010399999816, 40)"
14805,"(106, 1.6199999999999994, 0.11999999999999944)","(624.83044699999982, 26)"
14806,"(42, 1.6199999999999994, -0.12000000000000044)","(625.45007299999816, 44)"
14807,"(66, 0.73999999999999988, -0.2000000000000004)","(625.55029599999807, 52)"
14808,"(58, 0.73999999999999988, -0.44000000000000028)","(625.69055599999911, 50)"
14809,"(26, 1.5399999999999996, -0.6000000000000002)","(625.76049999999941, 56)"
14810,"(50, 0.8999999999999998, 0.75999999999999912)","(626.16088799999761, 122)"
14811,"(34, 0.73999999999999988, 0.67999999999999927)","(626.25048799999695, 148)"
14812,"(58, 0.57999999999999996, 0.83999999999999897)","(626.35106999999039, 188)"
14813,"(66, 0.65999999999999992, 0.51999999999999913)","(626.47985799999788, 108)"
14814,"(10, 2.0199999999999991, -0.12000000000000044)","(626.67004199999928, 58)"
14815,"(18, 1.1399999999999997, 0.039999999999999591)","(626.73095699999635, 114)"
14816,"(42, 1.7799999999999994, 0.11999999999999944)","(627.05004899999881, 42)"
14817,"(18, 2.0199999999999991, -0.76000000000000012)","(627.16064499999766, 46)"
14818,"(58, 0.65999999999999992, -0.04000000000000048)","(627.16967700000237, 68)"
14819,"(58, 1.1399999999999997, 0.5999999999999992)","(627.26049699999749, 78)"
14820,"(34, 0.8999999999999998, 0.35999999999999943)","(627.52050399999666, 114)"
14821,"(34, 1.5399999999999996, 0.27999999999999936)","(627.53027399999928, 62)"
14822,"(18, 1.2999999999999996, 0.75999999999999912)","(627.6309830000007, 150)"
14823,"(18, 1.1399999999999997, 0.67999999999999927)","(627.68103100000462, 160)"
14824,"(34, 1.6999999999999993, -0.36000000000000032)","(628.08996699999875, 46)"
14825,"(34, 1.6999999999999993, -0.44000000000000028)","(628.08996699999875, 46)"
14826,"(58, 0.57999999999999996, 0.27999999999999936)","(628.41015499999844, 92)"
14827,"(58, 0.57999999999999996, 0.91999999999999904)","(628.9110049999947, 202)"
14828,"(98, 1.4599999999999995, 0.039999999999999591)","(628.93054399999914, 32)"
14829,"(18, 0.65999999999999992, 0.27999999999999936)","(629.04015900000195, 166)"
14830,"(18, 1.2999999999999996, 0.039999999999999591)","(629.17089899999814, 108)"
14831,"(26, 0.97999999999999976, 0.51999999999999913)","(629.19018599999208, 130)"
14832,"(26, 1.2999999999999996, 0.35999999999999943)","(629.21093600000086, 96)"
14833,"(10, 1.8599999999999994, -0.36000000000000032)","(629.39062499999909, 78)"
14834,"(34, 1.8599999999999994, -0.04000000000000048)","(630.30041599999845, 42)"
14835,"(42, 1.6999999999999993, -0.12000000000000044)","(630.39013699999805, 42)"
14836,"(10, 1.2199999999999998, 0.27999999999999936)","(630.52075600000308, 178)"
14837,"(34, 1.6999999999999993, -0.28000000000000036)","(630.69995399999812, 46)"
14838,"(34, 0.65999999999999992, 0.5999999999999992)","(630.89990199999716, 160)"
14839,"(34, 0.97999999999999976, -0.6000000000000002)","(630.90991399999689, 60)"
14840,"(58, 0.81999999999999984, 0.67999999999999927)","(631.21020299999986, 118)"
14841,"(66, 1.2199999999999998, -0.04000000000000048)","(631.33032500000013, 44)"
14842,"(26, 0.81999999999999984, 0.27999999999999936)","(631.52050599999984, 130)"
14843,"(18, 1.2999999999999996, 0.51999999999999913)","(631.5307600000001, 134)"
14844,"(34, 0.81999999999999984, 0.27999999999999936)","(631.55028900000093, 108)"
14845,"(18, 2.2599999999999989, -0.68000000000000016)","(631.6804209999982, 40)"
14846,"(66, 0.81999999999999984, 0.75999999999999912)","(631.97033199999896, 120)"
14847,"(18, 2.1799999999999993, -0.52000000000000024)","(632.00012199999765, 42)"
14848,"(66, 1.1399999999999997, -0.28000000000000036)","(632.05041800000004, 40)"
14849,"(66, 0.5, 0.43999999999999928)","(632.39025999999922, 110)"
14850,"(18, 1.0599999999999996, 0.11999999999999944)","(632.46081699999763, 122)"
14851,"(42, 1.6199999999999994, 0.19999999999999929)","(632.64001499999767, 48)"
14852,"(26, 1.5399999999999996, -0.44000000000000028)","(632.97070599999984, 58)"
14853,"(18, 0.65999999999999992, 0.67999999999999927)","(633.16027799999983, 230)"
14854,"(42, 1.7799999999999994, -0.12000000000000044)","(633.56005699999764, 40)"
14855,"(10, 1.7799999999999994, -0.36000000000000032)","(633.63085999999862, 90)"
14856,"(42, 1.5399999999999996, 0.039999999999999591)","(633.99047999999721, 48)"
14857,"(34, 1.6999999999999993, -0.6000000000000002)","(634.08007999999927, 44)"
14858,"(34, 1.6199999999999994, -0.52000000000000024)","(634.09985400000051, 46)"
14859,"(58, 0.81999999999999984, -0.6000000000000002)","(634.39013999999861, 44)"
14860,"(58, 0.81999999999999984, 0.35999999999999943)","(634.41040299999736, 84)"
14861,"(26, 0.81999999999999984, 0.35999999999999943)","(634.68054000000029, 132)"
14862,"(98, 0.97999999999999976, -0.12000000000000044)","(634.70996299999911, 40)"
14863,"(18, 1.9399999999999993, -0.2000000000000004)","(634.81054699999822, 60)"
14864,"(66, 1.1399999999999997, 0.51999999999999913)","(634.87048599999707, 68)"
14865,"(82, 0.65999999999999992, 0.83999999999999897)","(634.89000999999894, 142)"
